,id,car_brand,car_model,car_year,car_mileage,car_price,car_color,car_door,car_seat,car_cylinderVolumn,car_driveMode,car_fuel,car_gear,verified,car_address,car_title,dealer_name,dealer_address,sunroof,TPMS,SRS,keyless,theft_alarm,central_lock,ESP,TCS,ABS,cruise_sys,HID_head,LED_head,isofix,electric_seat,auto_AC,navi_sys,IVI_sys,SW_button,leather_seat,parking_radar,parking_camera,BSM,ACC,LDW,source
1852,570197,TOYOTA,RAV4 ,2016,91000,688000,銀,5,5,2000,2,汽油,手自排,1,嘉義縣,放任隨心所欲的駕馭✅I-KEY✅雙區恆溫✅定速✅導航系統✅倒車影像✅數位電視✅全車原板件✅里程保證✅YES認證+全省保固,嘉和汽車,嘉義縣朴子市文化南路177-1號,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,SUM
1853,570193,FORD,KUGA ,2014,84000,488000,紅,5,5,2000,4,汽油,手自排,1,彰化縣,一手車 全車原版件 I-KEY  電動尾門  全景天窗  音響控制建 定速,世和汽車,彰化縣田中鎮員集路三段378號,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,SUM
1854,570191,BMW,5 SERIES SEDAN G30 ,2017,40000,1680000,白,4,5,2000,2,汽油,手自排,1,高雄市,勝億汽車 2017 BMW 530i SPORT,勝億汽車,高雄市鳥松區中正路367-33號(833高雄市鳥松區中正路367之33號),1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,SUM
1855,570166,TOYOTA,WISH ,2015,95329,498000,銀,5,7,2000,2,汽油,手自排,1,桃園市,絕版七人座~CP值最高的車~買車再送安卓機~洽黃課長0932-168447,金源汽車,桃園市平鎮區中豐路595號,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,SUM
1856,570163,TOYOTA,CAMRY ,2016,88320,568000,灰,4,5,2000,2,汽油,手自排,1,桃園市,全新缸內直噴省油引擎~不用殺價就很便宜~洽黃課長0932-168447,金源汽車,桃園市平鎮區中豐路595號,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,SUM
1857,570152,TOYOTA,ALTIS ,2017,98494,488000,銀,4,5,1800,2,汽油,手自排,1,桃園市,循跡定速恆溫~一手車買車送全新連網安卓主機~洽黃課長0932-168447,金源汽車,桃園市平鎮區中豐路595號,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,SUM
1858,570147,HONDA,CR-V ,2013,125209,468000,棕,5,5,2400,2,汽油,手自排,1,高雄市,一手車 全車原鈑件 第四代2.4VTi  多媒體影音系統 國產休旅車霸主,詠昌x茂城,"高雄市三民區天祥一路208號(22.6682099,120.3155333)",0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,SUM
1859,570123,BMW,1 SERIES F20,2017,48918,980000,白,5,5,1500,2,汽油,手自排,1,嘉義市,寶馬118i 一手車原廠紀錄實跑4萬8里程保證 KEYLESS摸門 AEB緊急煞車 車道偏移警示 保固一年兩萬公里,凱翔汽車,嘉義市嘉義市北港路839-4附1號,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUM
1860,570113,MITSUBISHI,ZINGER,2018,139761,388000,灰,5,5,2400,2,汽油,自排,1,嘉義市,中華ZINGER2.4 商旅兩用車 一手車實跑13萬9里程保證 定速巡航 後座中央空調 YES認證合格 保固兩年五萬公里,凱翔汽車,嘉義市嘉義市北港路839-4附1號,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUM
1861,570110,MITSUBISHI,DELICA 廂車,2013,152642,288000,綠,5,2,2400,2,汽油,手排,1,嘉義市,得利卡2.4廂型車 2人座貨車版 一手車原廠紀錄實跑15萬里程保證 YES認證合格 保固兩年五萬公里,凱翔汽車,嘉義市嘉義市北港路839-4附1號,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUM
1862,570109,DAIHATSU,SIRION ,2013,100583,268000,紅,5,5,1500,2,汽油,自排,1,屏東縣,超優A級認證車 日本原裝進口 新車價65.8萬SPORT版 里程保證100500公里 全車無事故 100%原鈑件,聯一汽車,屏東縣長治鄉中興路372-1號,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,SUM
1863,570100,MAZDA,MAZDA 5 ,2014,250000,398000,白,5,7,2000,2,汽油,手自排,1,臺南市,2014年  頂級電動滑門,車讚汽車(新營店),臺南市新營區長榮路一段380號(長榮路與東興路口 慈濟共修處 隔壁),0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,SUM
1864,570090,FORD,FOCUS 4D,2015,53831,290000,銀,4,4,1600,2,汽油,自手排,1,臺中市,里程低~車況優~無待修,S嚴選汽車,臺中市豐原區豐原大道七段399號,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUM
1865,570089,BENZ,GLA-CLASS X156 ,2019,52162,1450000,白,5,5,2000,4,汽油,自手排,1,嘉義縣,"未領牌.貸款超級便宜!! 指名找林經理才有,享優惠.再贈送行車紀錄器前後錄影.",順久車業,嘉義縣太保市北港路二段423號,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUM
1866,570086,HYUNDAI,ELANTRA ,2013,77222,368000,紅,4,5,1800,2,汽油,手自排,1,桃園市,✔雙安 ✔空力套件 ✔極光HID頭燈 ✔燻黑極光LED尾燈 ✔DG鋁圈 ✔紅色內飾版 ✔雙區恆溫 ✔電折 ✔ABS,廣福汽車,桃園市八德區廣福路636號,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,SUM
1868,570079,TOYOTA,SIENTA,2018,660000,548000,銀,5,7,1800,2,汽油,自排,1,新竹市,七人座 雙滑門 里程保證 實車實圖 高鼎汽車歡迎您來電洽詢,高鼎汽車,新竹市東區經國路一段68號,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,SUM
1869,570076,NISSAN,BIG TIIDA 5D ,2016,32638,418000,藍,5,5,1600,2,汽油,自排,1,新北市,☀聯合嚴選☀女用一手車 豪華影音版 好美車庫車 只跑3萬 原廠保養 可全額貸款 現車在店✔認證車✔,聯合汽車,新北市泰山區新北大道五段698號(SUM聯合汽車),0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,SUM
1870,570075,LUXGEN,U5,2018,32485,458000,白,5,5,1600,2,汽油,手自排,1,新北市,☀聯合嚴選☀女用一手車 旗艦HI-FI版 細膩白 超美車庫車原廠保養 環車AR 自動停車 6安 免鑰匙 TCS✔認證車✔,聯合汽車,新北市泰山區新北大道五段698號(SUM聯合汽車),0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,SUM
1871,570072,HONDA,CR-V ,2011,180000,328000,灰,5,5,2000,2,汽油,自排,1,桃園市,11年出廠 3.5代 黑內裝 AUX IN 防鎖死煞車系統  煞車力道分配系統,安穩汽車,桃園市平鎮區延平路三段258號,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,SUM
1872,570068,TOYOTA,PREVIA ,2015,105671,968000,黑,5,7,3500,2,汽油,手自排,1,高雄市,♞3.5旗艦版 高CP值首選♞電動滑門+景觀天窗♞A級車況♞認證車可全貸♞,軍馬汽車,高雄市左營區自由三路489-1號(新民國小對面),1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,SUM
1873,570064,TOYOTA,CAMRY ,2017,106134,528000,黑,4,5,2000,2,汽油,手自排,1,臺中市,,永豐汽車(文心店),臺中市西屯區文心路三段352號(文心路與河南路口(摩斯漢堡旁)),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUM
1874,570062,TOYOTA,RAV4 ,2013,128516,489000,白,5,5,2500,2,汽油,手自排,1,高雄市,頂級天窗G版，全車原鈑件，里程擔保，一手原廠保養，摸門IKEY，電動椅，螢幕，導航，倒車顯影，抬顯，全車８安。,金台南汽車,高雄市仁武區鳳仁路100-26號(仁武烤鴨斜對面),1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,SUM
1875,570056,HYUNDAI,KONA,2018,21344,698000,橘,5,5,1600,4,汽油,自手排,1,桃園市,原廠保固中~只開2萬公里~跟新車一樣~洽黃課長0932-168447,金源汽車,桃園市平鎮區中豐路595號,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,SUM
1876,570054,BENZ,CLA-CLASS,2014,74403,958000,白,4,5,2200,2,柴油,自手排,1,高雄市,CLA220~獵跑~柴油版更省油~全景天窗~8安~電動椅~18吋鋁圈~,東和汽車(高雄),高雄市鳳山區青年路二段66號,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,SUM
1877,570053,HONDA,CITY ,2016,50000,428000,白,4,5,1500,2,汽油,手自排,1,臺北市,疫情期間採電話預約制提供線上賞車 17年式 頂級 8安 防滑 胎壓 影音 極品跑少原廠保養 四條超新輪胎 內容有詳細照片,三立汽車(台北),臺北市文山區木新路三段289號,0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,SUM
1878,570050,LUXGEN,LUXGEN7 MPV 2.2T,2011,98409,268000,灰,5,7,2200,2,汽油,手自排,1,高雄市,可全貸~頂級版~I-KEY~天窗~後座獨立空調~導航影音~環景影像~車道偏離警示~電動椅~電動側滑門,東和汽車(高雄),高雄市鳳山區青年路二段66號,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,SUM
1879,570049,MITSUBISHI,ZINGER,2019,52329,478000,銀,5,5,2400,2,汽油,自排,1,新北市,【GO車誌專訪店家】認證車 正19年 豪華版 中央空調 里程保證 一手車 原鈑件原廠保固中,上藝汽車,新北市泰山區新北大道六段352號(機場捷運線A6站 步行3分鐘(評選為SUM模範店)),0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,SUM
1880,570041,HONDA,CR-V ,2017,51811,798000,綠,5,5,1500,2,汽油,手自排,1,臺東縣,1.5渦輪 8安/免鑰/恆溫/定速/循跡/衛導 僅使用51000KM 全程原廠保養 里程保證 購車再享2年5萬公里保固,緯來汽車,臺東縣台東市漢陽北路223-1號(https://www.facebook.com/we.like.car.sum/?ref=bookmarks),0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,SUM
1881,570038,MITSUBISHI,ZINGER,2018,54567,468000,白,5,5,2400,2,汽油,自排,1,新北市,【GO車誌專訪店家】認證車 正18年 旗艦版 定速 盲點 音響快撥 原廠導航倒車影像 中央空調 一手車原鈑件,上藝汽車,新北市泰山區新北大道六段352號(機場捷運線A6站 步行3分鐘(評選為SUM模範店)),0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,SUM
1883,570034,TOYOTA,YARIS ,2020,5696,518000,黑,5,5,1500,2,汽油,手自排,1,新北市,/新車保固中/僅跑5千多公里/跟新車一樣的水準,龍輝汽車,新北市泰山區新北大道五段358號,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUM
1884,570017,MAZDA,MAZDA 3 ,2012,1,358000,黑,5,5,2000,2,汽油,手自排,1,新北市,爵聖嚴選 馬自達Mazda3 頂級S版 換檔撥片 IKEY 年輕人首選,爵聖車業,新北市五股區新五路三段2號,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,SUM
1885,570014,MITSUBISHI,VERYCA A190 貨車 ,2020,12523,463000,藍,2,2,1500,2,汽油,自排,1,彰化縣,✅自排貨車 ✅菱利 A190 一手車 ~新車保固中~ 可全貸 免聯徵 免頭款 新中古車 中古 二手 新車利率2%起,源豐汽車,彰化縣花壇鄉中山路一段222號,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,SUM
1886,570006,TOYOTA,INNOVA,2013,76932,338000,銀,5,5,2000,2,汽油,自排,1,宜蘭縣,一手車只跑7萬多里程/安卓WIFI機/藍芽/導航/行車紀錄器/雙安/中控鎖/倒車雷達/倒車顯影/車內大空間,正弘大汽車,宜蘭縣五結鄉中正路二段129號(羅東金土地公廟前7-11隔壁),0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,SUM
1887,569993,MINI,COUNTRYMAN ,2017,105615,1058000,白,5,5,1500,2,汽油,手自排,1,新竹市,2017年MINI COUNTRY MAN 小改款1.5T 跑10萬 電折 恆溫 藍芽 電動座椅 HID 全原廠保養,上辰汽車,新竹市東區公道五路二段1-1號(公道五路慈雲路口),0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,SUM
1888,569976,MAZDA,MAZDA 3 5D ,2016,98125,588000,白,5,5,2000,2,汽油,手自排,1,嘉義市,一手女用車✅全車原鈑件✅原廠保養✅小改款led大燈✅內裝超粉超漂亮✅錯過不再✅,冠勝汽車,嘉義市嘉義市北港路1109附1號,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,SUM
1890,569970,TOYOTA,WISH ,2012,96501,388000,白,5,7,2000,2,汽油,手自排,1,高雄市,絕版七人座 僅跑9萬 升級安卓機 皮椅 懸吊 雙層隔熱紙 買到賺到！,玉豐汽車,高雄市大寮區力行路137號(如意檀香右邊，燦坤3C左邊),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUM
1891,569963,MITSUBISHI,DELICA貨車,2018,67259,399000,藍,2,3,2400,2,汽油,手排,1,臺南市,可網購!框式 電動升降尾門 一手只跑 6.7萬 里程保證 附全額發票 可全貸 不用殺價就很便宜!,金台南汽車(大同一店),臺南市仁德區大同路三段399號(大同路尾近台南機場),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUM
1892,569962,TOYOTA,YARIS ,2017,100634,398000,灰,5,5,1500,2,汽油,手自排,1,桃園市,一首使用!!車美如新~現在就打電話預約0966427962小何,金源汽車,桃園市平鎮區中豐路595號,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,SUM
1893,569950,LUXGEN,U6 TURBO ,2014,73000,298000,銀,5,5,1800,2,汽油,手自排,1,高雄市,天窗.雙安.最佳轎式休旅車.可認證.省稅大車室空間,村信汽車,高雄市仁武區高楠公路55-1號,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,SUM
1894,569947,MITSUBISHI,OUTLANDER IO ,2014,61000,328000,白,5,5,2400,2,汽油,手自排,1,高雄市,實跑6.1公里.GPS里程保證 .定速倒影. 恆溫空調 .寬敞車室空間,村信汽車,高雄市仁武區高楠公路55-1號,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,SUM
1895,569946,TOYOTA,PREVIA ,2017,98000,1038000,黑,5,7,2400,2,汽油,手自排,1,嘉義縣,0頭款~力與美的頂級風尚✅360環景✅免鑰匙i-key✅雙區恆溫✅雙電熱椅✅抬頭顯示器✅導航系統✅定速✅循跡防滑安全系統,嘉和汽車,嘉義縣朴子市文化南路177-1號,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,SUM
1896,569932,MAZDA,MAZDA 3 5D ,2014,147713,538000,灰,5,5,2000,2,汽油,手自排,1,桃園市,2015年領牌Mazda 3 5D 2.0頂級型 換檔撥片/分區溫控/I-KEY,聯達汽車,桃園市桃園區文中路527號,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,SUM
1897,569926,MAZDA,MAZDA2,2015,43842,448000,銀,5,5,1500,2,汽油,手自排,1,高雄市,《在地54年》一手無事故車►6氣囊﹢免鑰匙﹢藍芽﹢倒車顯影►才用4萬﹢原廠保養『✅獨家透明車況✅實車實價✅認證合格』,吉晉車業,高雄市三民區大順一路21-1號(悅誠廣場 對面/福斯 隔壁),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,SUM
1898,569917,TOYOTA,ALTIS ,2010,1,290000,銀,4,5,1800,2,汽油,手自排,1,新北市,爵聖嚴選 ALTIS 小改款 7速變速箱 E版 有恆溫 定速,爵聖車業,新北市五股區新五路三段2號,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,SUM
1899,569881,HYUNDAI,GRAND STAREX ,2016,86810,778000,銀,5,9,2500,2,柴油,手自排,1,高雄市,★小改款尊貴版~僅跑8萬公里低里程數，動力更大/配備升級，超級省油的商務休旅車★,五甲汽車,高雄市小港區沿海一路397-1號(高雄捷運小港終點站第二出口直走三分鐘即可到達~目的地在您的左手邊),0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,SUM
1900,569879,TOYOTA,YARIS ,2014,72490,368000,黃,5,5,1500,2,汽油,自排,1,臺中市,2014 TOYOTA YARIS/免key/一手車/倒車顯影/胎壓監控,上鋒汽車,臺中市潭子區雅潭路二段251號,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,SUM
1901,569874,SUBARU,XV ,2017,74650,688000,灰,5,5,2000,4,汽油,手自排,1,基隆市,快立嚴選☆新古車❀〝2018年型式【I-S版】騎士灰✴里程保證✔原鈑件✔一手車✔LED頭燈✔天窗✔支援兩系統手機連接主機,快立汽車,基隆市安樂區基金一路119號,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,SUM
1902,569868,MITSUBISHI,SAVRIN ,2013,122006,299000,黑,5,5,2400,2,汽油,手自排,1,桃園市,超狂優惠特價!!  一手車里程不多來源單純 售後再享原廠保固 還可全額貸享最低月付即刻入主,首福汽車,桃園市中壢區新中北路二段68號(亞運保齡球館旁),0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,SUM
1903,569861,HYUNDAI,SANTA FE ,2017,40950,838000,白,5,5,2200,2,柴油,手自排,1,臺中市,跑少 全景天窗 影音 電動椅,新達汽車,臺中市烏日區中山路三段460號,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,SUM
1904,569858,LUXGEN,M7 TURBO ECO HYPER ,2018,29927,639000,銀,5,7,2200,2,汽油,手自排,1,彰化縣,網路優惠價，不用殺價就很便宜了。 / M7 Turbo ECO Hyper / 免鑰匙啟動 / 倒車影像輔助,永大汽車,彰化縣花壇鄉中山路一段220號,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,SUM
1905,569857,BMW,3 SERIES SEDAN F30 ,2015,79038,868000,銀,4,5,2000,2,汽油,手自排,1,高雄市,一手車 2.0渦輪引擎 全車原鈑件 低總價 輕鬆購買 僅跑7萬9千公里,詠昌x茂城,"高雄市三民區天祥一路208號(22.6682099,120.3155333)",0,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,SUM
1906,569834,TOYOTA,RAV4 ,2015,85358,578000,白,5,5,2000,2,汽油,手自排,1,屏東縣,原鈑件 里程保證 原廠保養 認證車可啟動保固 IKY 電動座椅 E-HI版豪華休旅!!,合眾汽車,屏東縣屏東市和生路一段509-1號,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,SUM
1907,569809,TOYOTA,YARIS ,2012,112426,288000,灰,5,5,1500,2,汽油,自排,1,屏東縣,全車原鈑件/里程保證僅跑11萬多/全新皮椅,禾豐(東港店),屏東縣東港鎮船頭路26-50號,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,SUM
1908,569803,TOYOTA,ALTIS ,2018,74679,558000,白,4,5,1800,2,汽油,手自排,1,高雄市,高雄巨將汽車宋小弟 一手車僅跑7.4萬里 倒影導航 定速循跡 免鑰匙 八安,巨將汽車,高雄市左營區曾子路467-1號,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,SUM
1909,569802,NISSAN,X-TRAIL ,2019,368,798000,白,5,5,2000,2,汽油,手自排,1,高雄市,2019年 X-Trail 僅跑360公里 買新車不如買這台 現省1x萬 環景 盲點 定速 胎壓 ikey 雙區恆溫,志明汽車,高雄市仁武區仁雄路499-8號,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,SUM
1910,569792,LUXGEN,S5 TURBO,2015,33438,290000,銀,4,5,1800,2,汽油,手自排,1,臺中市,里程低~實用好車,S嚴選汽車,臺中市豐原區豐原大道七段399號,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUM
1911,569790,LUXGEN,U7 TURBO ,2013,50741,319000,白,5,5,2200,2,汽油,手自排,1,臺南市,可網購!14年式小改款 渦輪 只跑5萬 全車原鈑件 天窗iKEY 電動椅 電動尾門 原廠保養，免頭款不用殺價就很便宜!,金台南汽車(大同一店),臺南市仁德區大同路三段399號(大同路尾近台南機場),1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,SUM
1912,569788,MAZDA,CX-3,2018,39000,688000,白,5,5,2000,2,汽油,手自排,1,彰化縣,頂規 跟車 女用一手車 全車原版件 都在原廠保養,世和汽車,彰化縣田中鎮員集路三段378號,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,SUM
1913,569785,NISSAN,LIVINA ,2009,190000,178000,銀,5,5,1600,2,汽油,自排,1,桃園市,認證車 定期保養 車況讚 好開沒毛病 0頭款 輕鬆貸 3大保證 4大保固,冠頡汽車,桃園市桃園區春日路1200-1號((春日路家樂福斜對面)),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUM
1914,569776,TOYOTA,YARIS ,2010,143610,228000,灰,5,5,1500,2,汽油,自排,1,高雄市,▲客人換車便宜賣~僅此一台▲超美代步車~無待修，省油低稅金▲升級~前後行車紀錄器+倒車顯影▲免頭款~可辦全額貸款,吉晉汽車(大寮店),高雄市大寮區鳳林三路1-38號(下88大寮林園交流道 往大寮市區700公尺 高英工商前),0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,SUM
1915,569772,MAZDA,MAZDA 3 5D ,2016,20000,608000,紅,5,5,2000,2,汽油,手自排,1,桃園市,16年出廠 頂級 僅跑2萬公里 天窗 HUB HID感應頭燈 免鑰匙啟動 影音 導航 倒車顯影 盲點偵測,安穩汽車,桃園市平鎮區延平路三段258號,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,SUM
1916,569767,FORD,FOCUS ,2010,61719,188000,灰,4,5,1800,2,汽油,手自排,1,臺南市,只跑6萬 雙安 車室氣氛整潔如新 可全額貸款,福利堂汽車,臺南市永康區中山北路993之1號(SUM福利堂汽車),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,SUM
1917,569764,MITSUBISHI,OUTLANDER ,2016,144428,498000,灰,5,5,2400,4,汽油,自排,1,臺中市,,永豐汽車(文心店),臺中市西屯區文心路三段352號(文心路與河南路口(摩斯漢堡旁)),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUM
1919,569746,TOYOTA,ALTIS ,2014,120792,388000,銀,4,5,1800,2,汽油,手自排,1,嘉義縣,,通誠汽車,嘉義縣水上鄉中山路二段1266號(北回歸線南下800公尺),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUM
1920,569739,NISSAN,SUPER SENTRA ,2017,79000,438000,藍,4,5,1800,2,汽油,自排,1,彰化縣,一手車 免鑰匙 恆溫空調 倒車影像 藍芽影音 定速 電動收折後視鏡 衛星導航,世和汽車,彰化縣田中鎮員集路三段378號,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,SUM
1921,569738,FORD,FOCUS 4D,2017,70353,398000,白,4,5,1600,2,汽油,自手排,1,嘉義縣,,通誠汽車,嘉義縣水上鄉中山路二段1266號(北回歸線南下800公尺),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUM
1922,569734,MITSUBISHI,GRAND LANCER,2017,67268,398000,白,4,5,1800,2,汽油,手自排,1,嘉義縣,,通誠汽車,嘉義縣水上鄉中山路二段1266號(北回歸線南下800公尺),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUM
1923,569731,HYUNDAI,SUPER ELANTRA ,2018,25529,488000,灰,4,5,2000,2,汽油,手自排,1,嘉義縣,,通誠汽車,嘉義縣水上鄉中山路二段1266號(北回歸線南下800公尺),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUM
1924,569730,NISSAN,SUPER SENTRA ,2015,109000,368000,銀,4,5,1800,2,汽油,自排,1,彰化縣,旗艦版 I-KEY免鑰匙  恆溫空調 音響控制鍵  胎壓警示 倒車影像 衛星導航  數位電視,世和汽車,彰化縣田中鎮員集路三段378號,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,SUM
1925,569728,SUBARU,FORESTER ,2016,40000,638000,灰,5,5,2000,4,汽油,手自排,1,彰化縣,一手車 四輪驅動 里程僅跑四萬公里  全車原版件 電熱座椅 換檔撥片 定速 電動座椅,世和汽車,彰化縣田中鎮員集路三段378號,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,SUM
1926,569722,FORD,FOCUS 5D,2014,114000,348000,紅,5,5,2000,2,汽油,自手排,1,新北市,自動停車、S版空力套件、天窗、定速、導航影音、原鈑件、四大保固～認証車專賣店附認證書,祺悅汽車,"新北市五股區成泰路三段146號(https://www.google.com/maps/place/%E7%A5%BA%E6%82%85%E6%B1%BD%E8%BB%8A/@25.0905193,121.4421838,17z/data=!4m19!1m13!4m12!1m4!2m2!1d121.4444064!2d25.0903209!4e1!1m6!1m2!1s0x3442a6021d2a8f53:0x3af7c170c0a0e9d7!2z56W65oKF5rG96LuK!2m2!1d121.4444471!2d25.0906592!3m4!1s0x3442a6021d2a8f53:0x3af7c170c0a0e9d7!8m2!3d25.0906592!4d121.4444471)",1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,SUM
1927,569711,MAZDA,CX-3,2016,76000,618000,灰,5,5,1500,2,柴油,手自排,1,桃園市,柴油旗鑑型~里程保證~天窗 定速 導航.. !!!,詮豐汽車,桃園市八德區介壽路二段236號(八德市大潤發旁(200公尺)),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUM
